experiment_id,remote_dir,status,created_at_local,created_at_utc,seed,problem_name,dataset_name,dataset_family,dataset_key,train_path,model_alias,llm_model,llm_config_path,prompts_type,prompt_level,prompt_family,prompt_naming,prompt_setting,wandb_project,wandb_name,wandb_group,wandb_tags,niterations,samples_per_iteration,max_params,feature_count,feature_names,target_name,progress_entries,final_iteration,best_nmse,best_mse,best_sample_order,llm_prompt_tokens,llm_thinking_tokens,llm_content_tokens,llm_total_tokens,llm_time_seconds,background_sha1,background_preview
llm-srbench_bpg0__llmsr__4omini__L3_Abstract_Named__s18_llmsr_seed1314_20251128-044154,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_bpg0__llmsr__4omini__L3_Abstract_Named__s18_llmsr_seed1314_20251128-044154,success,2025-11-28T04:41:54.573649+08:00,2025-11-27T20:41:54.573667Z,1314,llm-srbench_bpg0__llmsr__4omini__L3_Abstract_Named__s18,llm-srbench_bpg0,llm-srbench,bpg0,llm-srbench/bio_pop_growth/BPG0/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L3_Abstract_Named,L3,Abstract,Named,s18,1.llm_background_ablation,llm-srbench_bpg0__llmsr__4omini__L3_Abstract_Named__s18,sim-group,"sim,llmsr,4omini,L3_Abstract_Named",250,4,10,2,"x0,x1",y,247,251,3.8346146290959086e-07,1.1709471892461395e-05,715,936932,0,654959,1591891,9383.5,ad6e1f5ef698,"This is an abstract symbolic regression problem. Args: t represents ['Time', P represents 'Population at time t'], params: Array of numeric constants or parameters to be optimized "
llm-srbench_bpg0__llmsr__4omini__L3_Abstract_Named__s2025_llmsr_seed1314_20251128-044155,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_bpg0__llmsr__4omini__L3_Abstract_Named__s2025_llmsr_seed1314_20251128-044155,success,2025-11-28T04:41:55.546146+08:00,2025-11-27T20:41:55.546167Z,1314,llm-srbench_bpg0__llmsr__4omini__L3_Abstract_Named__s2025,llm-srbench_bpg0,llm-srbench,bpg0,llm-srbench/bio_pop_growth/BPG0/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L3_Abstract_Named,L3,Abstract,Named,s2025,1.llm_background_ablation,llm-srbench_bpg0__llmsr__4omini__L3_Abstract_Named__s2025,sim-group,"sim,llmsr,4omini,L3_Abstract_Named",250,4,10,2,"x0,x1",y,251,251,1.2512203377262453e-07,3.820756658234477e-06,710,1034916,0,700552,1735468,10015.04,ad6e1f5ef698,"This is an abstract symbolic regression problem. Args: t represents ['Time', P represents 'Population at time t'], params: Array of numeric constants or parameters to be optimized "
llm-srbench_bpg2__llmsr__4omini__L0_Domain__s10_llmsr_seed1314_20251128-044145,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_bpg2__llmsr__4omini__L0_Domain__s10_llmsr_seed1314_20251128-044145,success,2025-11-28T04:41:45.201709+08:00,2025-11-27T20:41:45.201724Z,1314,llm-srbench_bpg2__llmsr__4omini__L0_Domain__s10,llm-srbench_bpg2,llm-srbench,bpg2,llm-srbench/bio_pop_growth/BPG2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L0_Domain,L0,Domain,,s10,1.llm_background_ablation,llm-srbench_bpg2__llmsr__4omini__L0_Domain__s10,sim-group,"sim,llmsr,4omini,L0_Domain",250,4,10,2,"x0,x1",y,248,251,0.5048783863043153,2.967473383773436,584,1071332,0,707921,1779253,9901.17,698ee290f198,"Mathematical function for Population growth rate Args: t represents ['Time', P represents 'Population at time t'], params: Array of numeric constants or parameters to be optimized "
llm-srbench_bpg2__llmsr__4omini__L0_Domain__s18_llmsr_seed1314_20251128-044146,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_bpg2__llmsr__4omini__L0_Domain__s18_llmsr_seed1314_20251128-044146,success,2025-11-28T04:41:46.259650+08:00,2025-11-27T20:41:46.259664Z,1314,llm-srbench_bpg2__llmsr__4omini__L0_Domain__s18,llm-srbench_bpg2,llm-srbench,bpg2,llm-srbench/bio_pop_growth/BPG2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L0_Domain,L0,Domain,,s18,1.llm_background_ablation,llm-srbench_bpg2__llmsr__4omini__L0_Domain__s18,sim-group,"sim,llmsr,4omini,L0_Domain",250,4,10,2,"x0,x1",y,246,251,0.2781055242536405,1.634593128741313,941,1051268,0,685843,1737111,9802.03,698ee290f198,"Mathematical function for Population growth rate Args: t represents ['Time', P represents 'Population at time t'], params: Array of numeric constants or parameters to be optimized "
llm-srbench_bpg2__llmsr__4omini__L0_Domain__s2025_llmsr_seed1314_20251128-044145,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_bpg2__llmsr__4omini__L0_Domain__s2025_llmsr_seed1314_20251128-044145,success,2025-11-28T04:41:45.121895+08:00,2025-11-27T20:41:45.121910Z,1314,llm-srbench_bpg2__llmsr__4omini__L0_Domain__s2025,llm-srbench_bpg2,llm-srbench,bpg2,llm-srbench/bio_pop_growth/BPG2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L0_Domain,L0,Domain,,s2025,1.llm_background_ablation,llm-srbench_bpg2__llmsr__4omini__L0_Domain__s2025,sim-group,"sim,llmsr,4omini,L0_Domain",250,4,10,2,"x0,x1",y,250,251,5.222988132571397e-06,3.0698636914569916e-05,231,1069276,0,694472,1763748,9805.08,698ee290f198,"Mathematical function for Population growth rate Args: t represents ['Time', P represents 'Population at time t'], params: Array of numeric constants or parameters to be optimized "
llm-srbench_bpg2__llmsr__4omini__L1_Struct_Anon__s10_llmsr_seed1314_20251128-070230,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_bpg2__llmsr__4omini__L1_Struct_Anon__s10_llmsr_seed1314_20251128-070230,success,2025-11-28T07:02:30.579493+08:00,2025-11-27T23:02:30.579506Z,1314,llm-srbench_bpg2__llmsr__4omini__L1_Struct_Anon__s10,llm-srbench_bpg2,llm-srbench,bpg2,llm-srbench/bio_pop_growth/BPG2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Anon,L1,Struct,Anon,s10,1.llm_background_ablation,llm-srbench_bpg2__llmsr__4omini__L1_Struct_Anon__s10,sim-group,"sim,llmsr,4omini,L1_Struct_Anon",250,4,10,2,"x0,x1",y,251,251,0.27826067099651597,1.6355050192926837,382,902508,0,614682,1517190,8749.82,bb2952f56fdf,"This is a problem from the natural sciences. Args: t, P: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Return: y: Dependent va"
llm-srbench_bpg2__llmsr__4omini__L1_Struct_Anon__s18_llmsr_seed1314_20251128-070044,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_bpg2__llmsr__4omini__L1_Struct_Anon__s18_llmsr_seed1314_20251128-070044,success,2025-11-28T07:00:44.961411+08:00,2025-11-27T23:00:44.961423Z,1314,llm-srbench_bpg2__llmsr__4omini__L1_Struct_Anon__s18,llm-srbench_bpg2,llm-srbench,bpg2,llm-srbench/bio_pop_growth/BPG2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Anon,L1,Struct,Anon,s18,1.llm_background_ablation,llm-srbench_bpg2__llmsr__4omini__L1_Struct_Anon__s18,sim-group,"sim,llmsr,4omini,L1_Struct_Anon",250,4,10,2,"x0,x1",y,250,251,0.3009364359943468,1.768784103747698,472,743716,0,574817,1318533,8321.78,bb2952f56fdf,"This is a problem from the natural sciences. Args: t, P: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Return: y: Dependent va"
llm-srbench_bpg2__llmsr__4omini__L1_Struct_Anon__s2025_llmsr_seed1314_20251128-070057,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_bpg2__llmsr__4omini__L1_Struct_Anon__s2025_llmsr_seed1314_20251128-070057,success,2025-11-28T07:00:57.571841+08:00,2025-11-27T23:00:57.571855Z,1314,llm-srbench_bpg2__llmsr__4omini__L1_Struct_Anon__s2025,llm-srbench_bpg2,llm-srbench,bpg2,llm-srbench/bio_pop_growth/BPG2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Anon,L1,Struct,Anon,s2025,1.llm_background_ablation,llm-srbench_bpg2__llmsr__4omini__L1_Struct_Anon__s2025,sim-group,"sim,llmsr,4omini,L1_Struct_Anon",250,4,10,2,"x0,x1",y,239,251,0.5871539152594164,3.451056062163201,315,780416,0,595438,1375854,8562.53,bb2952f56fdf,"This is a problem from the natural sciences. Args: t, P: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Return: y: Dependent va"
llm-srbench_bpg2__llmsr__4omini__L1_Struct_Named__s10_llmsr_seed1314_20251128-073412,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_bpg2__llmsr__4omini__L1_Struct_Named__s10_llmsr_seed1314_20251128-073412,success,2025-11-28T07:34:12.226129+08:00,2025-11-27T23:34:12.226143Z,1314,llm-srbench_bpg2__llmsr__4omini__L1_Struct_Named__s10,llm-srbench_bpg2,llm-srbench,bpg2,llm-srbench/bio_pop_growth/BPG2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Named,L1,Struct,Named,s10,1.llm_background_ablation,llm-srbench_bpg2__llmsr__4omini__L1_Struct_Named__s10,sim-group,"sim,llmsr,4omini,L1_Struct_Named",250,4,10,2,"x0,x1",y,250,251,8.630012021370278e-07,5.0723761740961265e-06,350,1057356,0,655288,1712644,8887.25,8f7e092be14d,"This is a problem from the natural sciences. Args: t represents ['Time', P represents 'Population at time t'], params: Array of numeric constants or parameters to be optimized Retu"
llm-srbench_bpg2__llmsr__4omini__L1_Struct_Named__s10_llmsr_seed1314_20251128-074024,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_bpg2__llmsr__4omini__L1_Struct_Named__s10_llmsr_seed1314_20251128-074024,success,2025-11-28T07:40:24.845092+08:00,2025-11-27T23:40:24.845106Z,1314,llm-srbench_bpg2__llmsr__4omini__L1_Struct_Named__s10,llm-srbench_bpg2,llm-srbench,bpg2,llm-srbench/bio_pop_growth/BPG2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Named,L1,Struct,Named,s10,1.llm_background_ablation,llm-srbench_bpg2__llmsr__4omini__L1_Struct_Named__s10,sim-group,"sim,llmsr,4omini,L1_Struct_Named",250,4,10,2,"x0,x1",y,251,251,3.3550994286362535e-05,0.00019719933600782959,694,1096232,0,677628,1773860,9224.97,8f7e092be14d,"This is a problem from the natural sciences. Args: t represents ['Time', P represents 'Population at time t'], params: Array of numeric constants or parameters to be optimized Retu"
llm-srbench_bpg2__llmsr__4omini__L1_Struct_Named__s18_llmsr_seed1314_20251128-073304,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_bpg2__llmsr__4omini__L1_Struct_Named__s18_llmsr_seed1314_20251128-073304,success,2025-11-28T07:33:04.397655+08:00,2025-11-27T23:33:04.397670Z,1314,llm-srbench_bpg2__llmsr__4omini__L1_Struct_Named__s18,llm-srbench_bpg2,llm-srbench,bpg2,llm-srbench/bio_pop_growth/BPG2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Named,L1,Struct,Named,s18,1.llm_background_ablation,llm-srbench_bpg2__llmsr__4omini__L1_Struct_Named__s18,sim-group,"sim,llmsr,4omini,L1_Struct_Named",250,4,10,2,"x0,x1",y,251,251,0.00010550917397181479,0.000620140758643138,994,1059032,0,653350,1712382,10608.56,8f7e092be14d,"This is a problem from the natural sciences. Args: t represents ['Time', P represents 'Population at time t'], params: Array of numeric constants or parameters to be optimized Retu"
llm-srbench_bpg2__llmsr__4omini__L1_Struct_Named__s18_llmsr_seed1314_20251128-074149,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_bpg2__llmsr__4omini__L1_Struct_Named__s18_llmsr_seed1314_20251128-074149,success,2025-11-28T07:41:49.025073+08:00,2025-11-27T23:41:49.025088Z,1314,llm-srbench_bpg2__llmsr__4omini__L1_Struct_Named__s18,llm-srbench_bpg2,llm-srbench,bpg2,llm-srbench/bio_pop_growth/BPG2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Named,L1,Struct,Named,s18,1.llm_background_ablation,llm-srbench_bpg2__llmsr__4omini__L1_Struct_Named__s18,sim-group,"sim,llmsr,4omini,L1_Struct_Named",250,4,10,2,"x0,x1",y,251,251,3.348463965737395e-05,0.00019680933001677277,647,1102412,0,673771,1776183,10825.14,8f7e092be14d,"This is a problem from the natural sciences. Args: t represents ['Time', P represents 'Population at time t'], params: Array of numeric constants or parameters to be optimized Retu"
llm-srbench_bpg2__llmsr__4omini__L1_Struct_Named__s2025_llmsr_seed1314_20251128-073334,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_bpg2__llmsr__4omini__L1_Struct_Named__s2025_llmsr_seed1314_20251128-073334,success,2025-11-28T07:33:34.309676+08:00,2025-11-27T23:33:34.309693Z,1314,llm-srbench_bpg2__llmsr__4omini__L1_Struct_Named__s2025,llm-srbench_bpg2,llm-srbench,bpg2,llm-srbench/bio_pop_growth/BPG2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Named,L1,Struct,Named,s2025,1.llm_background_ablation,llm-srbench_bpg2__llmsr__4omini__L1_Struct_Named__s2025,sim-group,"sim,llmsr,4omini,L1_Struct_Named",250,4,10,2,"x0,x1",y,251,251,0.003662583474572907,0.021527201939067514,714,1076172,0,659076,1735248,9358.47,8f7e092be14d,"This is a problem from the natural sciences. Args: t represents ['Time', P represents 'Population at time t'], params: Array of numeric constants or parameters to be optimized Retu"
llm-srbench_bpg2__llmsr__4omini__L1_Struct_Named__s2025_llmsr_seed1314_20251128-074148,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_bpg2__llmsr__4omini__L1_Struct_Named__s2025_llmsr_seed1314_20251128-074148,success,2025-11-28T07:41:48.646703+08:00,2025-11-27T23:41:48.646718Z,1314,llm-srbench_bpg2__llmsr__4omini__L1_Struct_Named__s2025,llm-srbench_bpg2,llm-srbench,bpg2,llm-srbench/bio_pop_growth/BPG2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Named,L1,Struct,Named,s2025,1.llm_background_ablation,llm-srbench_bpg2__llmsr__4omini__L1_Struct_Named__s2025,sim-group,"sim,llmsr,4omini,L1_Struct_Named",250,4,10,2,"x0,x1",y,250,251,8.767883717450994e-08,5.153411647111726e-07,860,1071772,0,665880,1737652,9318.62,8f7e092be14d,"This is a problem from the natural sciences. Args: t represents ['Time', P represents 'Population at time t'], params: Array of numeric constants or parameters to be optimized Retu"
llm-srbench_bpg2__llmsr__4omini__L2_SciPrior_Anon__s10_llmsr_seed1314_20251128-044021,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_bpg2__llmsr__4omini__L2_SciPrior_Anon__s10_llmsr_seed1314_20251128-044021,success,2025-11-28T04:40:21.841801+08:00,2025-11-27T20:40:21.841816Z,1314,llm-srbench_bpg2__llmsr__4omini__L2_SciPrior_Anon__s10,llm-srbench_bpg2,llm-srbench,bpg2,llm-srbench/bio_pop_growth/BPG2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Anon,L2,SciPrior,Anon,s10,1.llm_background_ablation,llm-srbench_bpg2__llmsr__4omini__L2_SciPrior_Anon__s10,sim-group,"sim,llmsr,4omini,L2_SciPrior_Anon",250,4,10,2,"x0,x1",y,251,251,0.9680585190616914,5.689861097597446,394,1135268,0,738321,1873589,10665.67,ee5c1e0c09d5,"These data originate from real-world experiments in the natural sciences. Args: t, P: Independent variables (anonymized) params: Array of numeric constants or parameters to be opti"
llm-srbench_bpg2__llmsr__4omini__L2_SciPrior_Anon__s18_llmsr_seed1314_20251128-044021,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_bpg2__llmsr__4omini__L2_SciPrior_Anon__s18_llmsr_seed1314_20251128-044021,success,2025-11-28T04:40:21.805308+08:00,2025-11-27T20:40:21.805324Z,1314,llm-srbench_bpg2__llmsr__4omini__L2_SciPrior_Anon__s18,llm-srbench_bpg2,llm-srbench,bpg2,llm-srbench/bio_pop_growth/BPG2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Anon,L2,SciPrior,Anon,s18,1.llm_background_ablation,llm-srbench_bpg2__llmsr__4omini__L2_SciPrior_Anon__s18,sim-group,"sim,llmsr,4omini,L2_SciPrior_Anon",250,4,10,2,"x0,x1",y,251,251,0.9680659124076452,5.689904552730266,113,1083484,0,714479,1797963,9938.82,ee5c1e0c09d5,"These data originate from real-world experiments in the natural sciences. Args: t, P: Independent variables (anonymized) params: Array of numeric constants or parameters to be opti"
llm-srbench_bpg2__llmsr__4omini__L2_SciPrior_Anon__s2025_llmsr_seed1314_20251128-044021,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_bpg2__llmsr__4omini__L2_SciPrior_Anon__s2025_llmsr_seed1314_20251128-044021,success,2025-11-28T04:40:21.063092+08:00,2025-11-27T20:40:21.063109Z,1314,llm-srbench_bpg2__llmsr__4omini__L2_SciPrior_Anon__s2025,llm-srbench_bpg2,llm-srbench,bpg2,llm-srbench/bio_pop_growth/BPG2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Anon,L2,SciPrior,Anon,s2025,1.llm_background_ablation,llm-srbench_bpg2__llmsr__4omini__L2_SciPrior_Anon__s2025,sim-group,"sim,llmsr,4omini,L2_SciPrior_Anon",250,4,10,2,"x0,x1",y,251,251,0.9680896688559936,5.690044183639569,596,1121097,0,718851,1839948,10144.39,ee5c1e0c09d5,"These data originate from real-world experiments in the natural sciences. Args: t, P: Independent variables (anonymized) params: Array of numeric constants or parameters to be opti"
llm-srbench_bpg2__llmsr__4omini__L2_SciPrior_Named__s10_llmsr_seed1314_20251128-044151,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_bpg2__llmsr__4omini__L2_SciPrior_Named__s10_llmsr_seed1314_20251128-044151,success,2025-11-28T04:41:51.014262+08:00,2025-11-27T20:41:51.014278Z,1314,llm-srbench_bpg2__llmsr__4omini__L2_SciPrior_Named__s10,llm-srbench_bpg2,llm-srbench,bpg2,llm-srbench/bio_pop_growth/BPG2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Named,L2,SciPrior,Named,s10,1.llm_background_ablation,llm-srbench_bpg2__llmsr__4omini__L2_SciPrior_Named__s10,sim-group,"sim,llmsr,4omini,L2_SciPrior_Named",250,4,10,2,"x0,x1",y,244,251,0.0003316658687496655,0.0019493994286923072,641,927752,0,615184,1542936,8471.07,d28520d648fa,"These data originate from real-world experiments in the natural sciences. Args: t represents ['Time', P represents 'Population at time t'], params: Array of numeric constants or pa"
llm-srbench_bpg2__llmsr__4omini__L2_SciPrior_Named__s18_llmsr_seed1314_20251128-044151,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_bpg2__llmsr__4omini__L2_SciPrior_Named__s18_llmsr_seed1314_20251128-044151,success,2025-11-28T04:41:51.022187+08:00,2025-11-27T20:41:51.022203Z,1314,llm-srbench_bpg2__llmsr__4omini__L2_SciPrior_Named__s18,llm-srbench_bpg2,llm-srbench,bpg2,llm-srbench/bio_pop_growth/BPG2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Named,L2,SciPrior,Named,s18,1.llm_background_ablation,llm-srbench_bpg2__llmsr__4omini__L2_SciPrior_Named__s18,sim-group,"sim,llmsr,4omini,L2_SciPrior_Named",250,4,10,2,"x0,x1",y,248,251,0.011885278247908604,0.0698569156774155,441,966524,0,629527,1596051,8407.68,d28520d648fa,"These data originate from real-world experiments in the natural sciences. Args: t represents ['Time', P represents 'Population at time t'], params: Array of numeric constants or pa"
llm-srbench_bpg2__llmsr__4omini__L2_SciPrior_Named__s2025_llmsr_seed1314_20251128-044150,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_bpg2__llmsr__4omini__L2_SciPrior_Named__s2025_llmsr_seed1314_20251128-044150,success,2025-11-28T04:41:50.076598+08:00,2025-11-27T20:41:50.076613Z,1314,llm-srbench_bpg2__llmsr__4omini__L2_SciPrior_Named__s2025,llm-srbench_bpg2,llm-srbench,bpg2,llm-srbench/bio_pop_growth/BPG2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Named,L2,SciPrior,Named,s2025,1.llm_background_ablation,llm-srbench_bpg2__llmsr__4omini__L2_SciPrior_Named__s2025,sim-group,"sim,llmsr,4omini,L2_SciPrior_Named",250,4,10,2,"x0,x1",y,244,251,0.03812799197697707,0.22410109926989263,735,1040312,0,644003,1684315,9049.62,d28520d648fa,"These data originate from real-world experiments in the natural sciences. Args: t represents ['Time', P represents 'Population at time t'], params: Array of numeric constants or pa"
llm-srbench_bpg2__llmsr__4omini__L3_Abstract_Anon__s10_llmsr_seed1314_20251128-071825,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_bpg2__llmsr__4omini__L3_Abstract_Anon__s10_llmsr_seed1314_20251128-071825,success,2025-11-28T07:18:25.150224+08:00,2025-11-27T23:18:25.150239Z,1314,llm-srbench_bpg2__llmsr__4omini__L3_Abstract_Anon__s10,llm-srbench_bpg2,llm-srbench,bpg2,llm-srbench/bio_pop_growth/BPG2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L3_Abstract_Anon,L3,Abstract,Anon,s10,1.llm_background_ablation,llm-srbench_bpg2__llmsr__4omini__L3_Abstract_Anon__s10,sim-group,"sim,llmsr,4omini,L3_Abstract_Anon",250,4,10,2,"x0,x1",y,251,251,0.9680659124076452,5.689904552730266,178,899844,0,649007,1548851,8738.4,be741281d5c7,"This is an abstract symbolic regression problem. Args: t, P: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Return: y: Dependen"
llm-srbench_bpg2__llmsr__4omini__L3_Abstract_Anon__s18_llmsr_seed1314_20251128-071617,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_bpg2__llmsr__4omini__L3_Abstract_Anon__s18_llmsr_seed1314_20251128-071617,success,2025-11-28T07:16:17.873374+08:00,2025-11-27T23:16:17.873386Z,1314,llm-srbench_bpg2__llmsr__4omini__L3_Abstract_Anon__s18,llm-srbench_bpg2,llm-srbench,bpg2,llm-srbench/bio_pop_growth/BPG2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L3_Abstract_Anon,L3,Abstract,Anon,s18,1.llm_background_ablation,llm-srbench_bpg2__llmsr__4omini__L3_Abstract_Anon__s18,sim-group,"sim,llmsr,4omini,L3_Abstract_Anon",250,4,10,2,"x0,x1",y,251,251,0.9606483558963925,5.646307119928874,68,889052,0,654299,1543351,9099.58,be741281d5c7,"This is an abstract symbolic regression problem. Args: t, P: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Return: y: Dependen"
